workload,config,cycles,instret,stall_data,stall_fetch,stall_memory,flush,hw_branches,hw_mispredict,measured_branches,measured_mispredict,icache_hits,icache_misses,dcache_hits,dcache_misses,stores
branch_loop,5,418,386,0,24,0,3,256,3,255,2,389,2,0,0,0
