cycle,index,pc,instruction,rd,value
5,0,00000000,00000013,0,00000000
6,1,00000004,00108093,1,00000001
7,2,00000008,00110113,2,00000001
8,3,0000000c,00118193,3,00000001
9,4,00000010,00120213,4,00000001
10,5,00000014,00128293,5,00000001
11,6,00000018,00130313,6,00000001
12,7,0000001c,00108093,1,00000002
13,8,00000020,00110113,2,00000002
14,9,00000024,00118193,3,00000002
15,10,00000028,00120213,4,00000002
16,11,0000002c,00128293,5,00000002
17,12,00000030,00130313,6,00000002
18,13,00000034,00108093,1,00000003
19,14,00000038,00110113,2,00000003
20,15,0000003c,00118193,3,00000003
21,16,00000040,00120213,4,00000003
22,17,00000044,00128293,5,00000003
23,18,00000048,00130313,6,00000003
24,19,0000004c,00108093,1,00000004
25,20,00000050,00110113,2,00000004
26,21,00000054,00118193,3,00000004
27,22,00000058,00120213,4,00000004
28,23,0000005c,00128293,5,00000004
29,24,00000060,00130313,6,00000004
30,25,00000064,00108093,1,00000005
31,26,00000068,00110113,2,00000005
32,27,0000006c,00118193,3,00000005
33,28,00000070,00120213,4,00000005
34,29,00000074,00128293,5,00000005
35,30,00000078,00130313,6,00000005
36,31,0000007c,00108093,1,00000006
37,32,00000080,00110113,2,00000006
38,33,00000084,00118193,3,00000006
39,34,00000088,00120213,4,00000006
40,35,0000008c,00128293,5,00000006
41,36,00000090,00130313,6,00000006
42,37,00000094,00108093,1,00000007
43,38,00000098,00110113,2,00000007
44,39,0000009c,00118193,3,00000007
45,40,000000a0,00120213,4,00000007
46,41,000000a4,00128293,5,00000007
47,42,000000a8,00130313,6,00000007
48,43,000000ac,00108093,1,00000008
49,44,000000b0,00110113,2,00000008
50,45,000000b4,00118193,3,00000008
51,46,000000b8,00120213,4,00000008
52,47,000000bc,00128293,5,00000008
53,48,000000c0,00130313,6,00000008
54,49,000000c4,00108093,1,00000009
55,50,000000c8,00110113,2,00000009
56,51,000000cc,00118193,3,00000009
57,52,000000d0,00120213,4,00000009
58,53,000000d4,00128293,5,00000009
59,54,000000d8,00130313,6,00000009
60,55,000000dc,00108093,1,0000000a
61,56,000000e0,00110113,2,0000000a
62,57,000000e4,00118193,3,0000000a
63,58,000000e8,00120213,4,0000000a
64,59,000000ec,00128293,5,0000000a
65,60,000000f0,00130313,6,0000000a
66,61,000000f4,00108093,1,0000000b
67,62,000000f8,00110113,2,0000000b
68,63,000000fc,00118193,3,0000000b
69,64,00000100,00120213,4,0000000b
70,65,00000104,00128293,5,0000000b
71,66,00000108,00130313,6,0000000b
72,67,0000010c,00108093,1,0000000c
73,68,00000110,00110113,2,0000000c
74,69,00000114,00118193,3,0000000c
75,70,00000118,00120213,4,0000000c
76,71,0000011c,00128293,5,0000000c
77,72,00000120,00130313,6,0000000c
78,73,00000124,00108093,1,0000000d
79,74,00000128,00110113,2,0000000d
80,75,0000012c,00118193,3,0000000d
81,76,00000130,00120213,4,0000000d
82,77,00000134,00128293,5,0000000d
83,78,00000138,00130313,6,0000000d
84,79,0000013c,00108093,1,0000000e
85,80,00000140,00110113,2,0000000e
86,81,00000144,00118193,3,0000000e
87,82,00000148,00120213,4,0000000e
88,83,0000014c,00128293,5,0000000e
