workload,config,cycles,instret,stall_data,stall_fetch,stall_memory,flush,hw_branches,hw_mispredict,measured_branches,measured_mispredict,icache_hits,icache_misses,dcache_hits,dcache_misses,stores
memory_copy,0,227,227,0,0,0,0,0,0,63,0,0,0,0,0,32
