cycle,index,pc,instruction,rd,value
224,94,0000000c,0000a203,4,0000000e
227,95,00000010,00412023,0,00000000
228,96,00000014,00408093,1,00000038
229,97,00000018,00410113,2,00000138
230,98,0000001c,fff18193,3,00000012
231,99,00000020,00018463,0,00000000
232,100,00000024,fe0004e3,0,00000000
235,101,0000000c,0000a203,4,0000000f
238,102,00000010,00412023,0,00000000
239,103,00000014,00408093,1,0000003c
240,104,00000018,00410113,2,0000013c
241,105,0000001c,fff18193,3,00000011
242,106,00000020,00018463,0,00000000
243,107,00000024,fe0004e3,0,00000000
246,108,0000000c,0000a203,4,00000010
249,109,00000010,00412023,0,00000000
250,110,00000014,00408093,1,00000040
251,111,00000018,00410113,2,00000140
252,112,0000001c,fff18193,3,00000010
253,113,00000020,00018463,0,00000000
254,114,00000024,fe0004e3,0,00000000
269,115,0000000c,0000a203,4,00000011
272,116,00000010,00412023,0,00000000
273,117,00000014,00408093,1,00000044
274,118,00000018,00410113,2,00000144
275,119,0000001c,fff18193,3,0000000f
276,120,00000020,00018463,0,00000000
277,121,00000024,fe0004e3,0,00000000
280,122,0000000c,0000a203,4,00000012
283,123,00000010,00412023,0,00000000
284,124,00000014,00408093,1,00000048
285,125,00000018,00410113,2,00000148
286,126,0000001c,fff18193,3,0000000e
287,127,00000020,00018463,0,00000000
288,128,00000024,fe0004e3,0,00000000
291,129,0000000c,0000a203,4,00000013
294,130,00000010,00412023,0,00000000
295,131,00000014,00408093,1,0000004c
296,132,00000018,00410113,2,0000014c
297,133,0000001c,fff18193,3,0000000d
298,134,00000020,00018463,0,00000000
299,135,00000024,fe0004e3,0,00000000
302,136,0000000c,0000a203,4,00000014
305,137,00000010,00412023,0,00000000
306,138,00000014,00408093,1,00000050
307,139,00000018,00410113,2,00000150
308,140,0000001c,fff18193,3,0000000c
309,141,00000020,00018463,0,00000000
310,142,00000024,fe0004e3,0,00000000
325,143,0000000c,0000a203,4,00000015
328,144,00000010,00412023,0,00000000
329,145,00000014,00408093,1,00000054
330,146,00000018,00410113,2,00000154
331,147,0000001c,fff18193,3,0000000b
332,148,00000020,00018463,0,00000000
333,149,00000024,fe0004e3,0,00000000
336,150,0000000c,0000a203,4,00000016
339,151,00000010,00412023,0,00000000
340,152,00000014,00408093,1,00000058
341,153,00000018,00410113,2,00000158
342,154,0000001c,fff18193,3,0000000a
343,155,00000020,00018463,0,00000000
344,156,00000024,fe0004e3,0,00000000
347,157,0000000c,0000a203,4,00000017
350,158,00000010,00412023,0,00000000
351,159,00000014,00408093,1,0000005c
352,160,00000018,00410113,2,0000015c
353,161,0000001c,fff18193,3,00000009
354,162,00000020,00018463,0,00000000
355,163,00000024,fe0004e3,0,00000000
358,164,0000000c,0000a203,4,00000018
361,165,00000010,00412023,0,00000000
362,166,00000014,00408093,1,00000060
363,167,00000018,00410113,2,00000160
364,168,0000001c,fff18193,3,00000008
365,169,00000020,00018463,0,00000000
366,170,00000024,fe0004e3,0,00000000
381,171,0000000c,0000a203,4,00000019
384,172,00000010,00412023,0,00000000
385,173,00000014,00408093,1,00000064
386,174,00000018,00410113,2,00000164
387,175,0000001c,fff18193,3,00000007
388,176,00000020,00018463,0,00000000
389,177,00000024,fe0004e3,0,00000000
392,178,0000000c,0000a203,4,0000001a
395,179,00000010,00412023,0,00000000
396,180,00000014,00408093,1,00000068
397,181,00000018,00410113,2,00000168
398,182,0000001c,fff18193,3,00000006
399,183,00000020,00018463,0,00000000
400,184,00000024,fe0004e3,0,00000000
403,185,0000000c,0000a203,4,0000001b
406,186,00000010,00412023,0,00000000
407,187,00000014,00408093,1,0000006c
408,188,00000018,00410113,2,0000016c
409,189,0000001c,fff18193,3,00000005
410,190,00000020,00018463,0,00000000
411,191,00000024,fe0004e3,0,00000000
414,192,0000000c,0000a203,4,0000001c
417,193,00000010,00412023,0,00000000
418,194,00000014,00408093,1,00000070
419,195,00000018,00410113,2,00000170
420,196,0000001c,fff18193,3,00000004
421,197,00000020,00018463,0,00000000
422,198,00000024,fe0004e3,0,00000000
437,199,0000000c,0000a203,4,0000001d
440,200,00000010,00412023,0,00000000
441,201,00000014,00408093,1,00000074
442,202,00000018,00410113,2,00000174
443,203,0000001c,fff18193,3,00000003
444,204,00000020,00018463,0,00000000
445,205,00000024,fe0004e3,0,00000000
448,206,0000000c,0000a203,4,0000001e
451,207,00000010,00412023,0,00000000
452,208,00000014,00408093,1,00000078
453,209,00000018,00410113,2,00000178
454,210,0000001c,fff18193,3,00000002
455,211,00000020,00018463,0,00000000
456,212,00000024,fe0004e3,0,00000000
459,213,0000000c,0000a203,4,0000001f
462,214,00000010,00412023,0,00000000
463,215,00000014,00408093,1,0000007c
464,216,00000018,00410113,2,0000017c
465,217,0000001c,fff18193,3,00000001
466,218,00000020,00018463,0,00000000
467,219,00000024,fe0004e3,0,00000000
470,220,0000000c,0000a203,4,00000020
473,221,00000010,00412023,0,00000000
474,222,00000014,00408093,1,00000080
475,223,00000018,00410113,2,00000180
476,224,0000001c,fff18193,3,00000000
477,225,00000020,00018463,0,00000000
480,226,00000028,00000063,0,00000000
