workload,config,cycles,instret,stall_data,stall_fetch,stall_memory,flush,hw_branches,hw_mispredict,measured_branches,measured_mispredict,icache_hits,icache_misses,dcache_hits,dcache_misses,stores
load_use_sum,4,2752,786,0,1829,128,8,260,8,259,7,0,0,0,0,0
