cycle,index,pc,instruction,rd,value
1,0,00000000,00000093,1,00000000
2,1,00000004,10000113,2,00000100
3,2,00000008,02000193,3,00000020
4,3,0000000c,0000a203,4,00000001
5,4,00000010,00412023,0,00000000
6,5,00000014,00408093,1,00000004
7,6,00000018,00410113,2,00000104
8,7,0000001c,fff18193,3,0000001f
9,8,00000020,00018463,0,00000000
10,9,00000024,fe0004e3,0,00000000
11,10,0000000c,0000a203,4,00000002
12,11,00000010,00412023,0,00000000
13,12,00000014,00408093,1,00000008
14,13,00000018,00410113,2,00000108
15,14,0000001c,fff18193,3,0000001e
16,15,00000020,00018463,0,00000000
17,16,00000024,fe0004e3,0,00000000
18,17,0000000c,0000a203,4,00000003
19,18,00000010,00412023,0,00000000
20,19,00000014,00408093,1,0000000c
21,20,00000018,00410113,2,0000010c
22,21,0000001c,fff18193,3,0000001d
23,22,00000020,00018463,0,00000000
24,23,00000024,fe0004e3,0,00000000
25,24,0000000c,0000a203,4,00000004
26,25,00000010,00412023,0,00000000
27,26,00000014,00408093,1,00000010
28,27,00000018,00410113,2,00000110
29,28,0000001c,fff18193,3,0000001c
30,29,00000020,00018463,0,00000000
31,30,00000024,fe0004e3,0,00000000
32,31,0000000c,0000a203,4,00000005
33,32,00000010,00412023,0,00000000
34,33,00000014,00408093,1,00000014
35,34,00000018,00410113,2,00000114
36,35,0000001c,fff18193,3,0000001b
37,36,00000020,00018463,0,00000000
38,37,00000024,fe0004e3,0,00000000
39,38,0000000c,0000a203,4,00000006
40,39,00000010,00412023,0,00000000
41,40,00000014,00408093,1,00000018
42,41,00000018,00410113,2,00000118
43,42,0000001c,fff18193,3,0000001a
44,43,00000020,00018463,0,00000000
45,44,00000024,fe0004e3,0,00000000
46,45,0000000c,0000a203,4,00000007
47,46,00000010,00412023,0,00000000
48,47,00000014,00408093,1,0000001c
49,48,00000018,00410113,2,0000011c
50,49,0000001c,fff18193,3,00000019
51,50,00000020,00018463,0,00000000
52,51,00000024,fe0004e3,0,00000000
53,52,0000000c,0000a203,4,00000008
54,53,00000010,00412023,0,00000000
55,54,00000014,00408093,1,00000020
56,55,00000018,00410113,2,00000120
57,56,0000001c,fff18193,3,00000018
58,57,00000020,00018463,0,00000000
59,58,00000024,fe0004e3,0,00000000
60,59,0000000c,0000a203,4,00000009
61,60,00000010,00412023,0,00000000
62,61,00000014,00408093,1,00000024
63,62,00000018,00410113,2,00000124
64,63,0000001c,fff18193,3,00000017
65,64,00000020,00018463,0,00000000
66,65,00000024,fe0004e3,0,00000000
67,66,0000000c,0000a203,4,0000000a
68,67,00000010,00412023,0,00000000
69,68,00000014,00408093,1,00000028
70,69,00000018,00410113,2,00000128
71,70,0000001c,fff18193,3,00000016
72,71,00000020,00018463,0,00000000
73,72,00000024,fe0004e3,0,00000000
74,73,0000000c,0000a203,4,0000000b
75,74,00000010,00412023,0,00000000
76,75,00000014,00408093,1,0000002c
77,76,00000018,00410113,2,0000012c
78,77,0000001c,fff18193,3,00000015
79,78,00000020,00018463,0,00000000
80,79,00000024,fe0004e3,0,00000000
81,80,0000000c,0000a203,4,0000000c
82,81,00000010,00412023,0,00000000
83,82,00000014,00408093,1,00000030
84,83,00000018,00410113,2,00000130
85,84,0000001c,fff18193,3,00000014
86,85,00000020,00018463,0,00000000
87,86,00000024,fe0004e3,0,00000000
88,87,0000000c,0000a203,4,0000000d
89,88,00000010,00412023,0,00000000
90,89,00000014,00408093,1,00000034
91,90,00000018,00410113,2,00000134
92,91,0000001c,fff18193,3,00000013
93,92,00000020,00018463,0,00000000
94,93,00000024,fe0004e3,0,00000000
95,94,0000000c,0000a203,4,0000000e
96,95,00000010,00412023,0,00000000
97,96,00000014,00408093,1,00000038
98,97,00000018,00410113,2,00000138
99,98,0000001c,fff18193,3,00000012
100,99,00000020,00018463,0,00000000
101,100,00000024,fe0004e3,0,00000000
102,101,0000000c,0000a203,4,0000000f
103,102,00000010,00412023,0,00000000
104,103,00000014,00408093,1,0000003c
105,104,00000018,00410113,2,0000013c
106,105,0000001c,fff18193,3,00000011
107,106,00000020,00018463,0,00000000
108,107,00000024,fe0004e3,0,00000000
109,108,0000000c,0000a203,4,00000010
110,109,00000010,00412023,0,00000000
111,110,00000014,00408093,1,00000040
112,111,00000018,00410113,2,00000140
113,112,0000001c,fff18193,3,00000010
114,113,00000020,00018463,0,00000000
115,114,00000024,fe0004e3,0,00000000
116,115,0000000c,0000a203,4,00000011
117,116,00000010,00412023,0,00000000
118,117,00000014,00408093,1,00000044
119,118,00000018,00410113,2,00000144
120,119,0000001c,fff18193,3,0000000f
121,120,00000020,00018463,0,00000000
122,121,00000024,fe0004e3,0,00000000
123,122,0000000c,0000a203,4,00000012
124,123,00000010,00412023,0,00000000
125,124,00000014,00408093,1,00000048
126,125,00000018,00410113,2,00000148
127,126,0000001c,fff18193,3,0000000e
128,127,00000020,00018463,0,00000000
129,128,00000024,fe0004e3,0,00000000
130,129,0000000c,0000a203,4,00000013
131,130,00000010,00412023,0,00000000
132,131,00000014,00408093,1,0000004c
133,132,00000018,00410113,2,0000014c
134,133,0000001c,fff18193,3,0000000d
135,134,00000020,00018463,0,00000000
136,135,00000024,fe0004e3,0,00000000
137,136,0000000c,0000a203,4,00000014
138,137,00000010,00412023,0,00000000
139,138,00000014,00408093,1,00000050
140,139,00000018,00410113,2,00000150
141,140,0000001c,fff18193,3,0000000c
142,141,00000020,00018463,0,00000000
143,142,00000024,fe0004e3,0,00000000
144,143,0000000c,0000a203,4,00000015
145,144,00000010,00412023,0,00000000
146,145,00000014,00408093,1,00000054
147,146,00000018,00410113,2,00000154
148,147,0000001c,fff18193,3,0000000b
149,148,00000020,00018463,0,00000000
150,149,00000024,fe0004e3,0,00000000
151,150,0000000c,0000a203,4,00000016
152,151,00000010,00412023,0,00000000
153,152,00000014,00408093,1,00000058
154,153,00000018,00410113,2,00000158
155,154,0000001c,fff18193,3,0000000a
156,155,00000020,00018463,0,00000000
157,156,00000024,fe0004e3,0,00000000
158,157,0000000c,0000a203,4,00000017
159,158,00000010,00412023,0,00000000
160,159,00000014,00408093,1,0000005c
161,160,00000018,00410113,2,0000015c
162,161,0000001c,fff18193,3,00000009
163,162,00000020,00018463,0,00000000
164,163,00000024,fe0004e3,0,00000000
165,164,0000000c,0000a203,4,00000018
166,165,00000010,00412023,0,00000000
167,166,00000014,00408093,1,00000060
168,167,00000018,00410113,2,00000160
169,168,0000001c,fff18193,3,00000008
170,169,00000020,00018463,0,00000000
171,170,00000024,fe0004e3,0,00000000
172,171,0000000c,0000a203,4,00000019
173,172,00000010,00412023,0,00000000
174,173,00000014,00408093,1,00000064
175,174,00000018,00410113,2,00000164
176,175,0000001c,fff18193,3,00000007
177,176,00000020,00018463,0,00000000
178,177,00000024,fe0004e3,0,00000000
179,178,0000000c,0000a203,4,0000001a
180,179,00000010,00412023,0,00000000
181,180,00000014,00408093,1,00000068
182,181,00000018,00410113,2,00000168
183,182,0000001c,fff18193,3,00000006
184,183,00000020,00018463,0,00000000
185,184,00000024,fe0004e3,0,00000000
186,185,0000000c,0000a203,4,0000001b
187,186,00000010,00412023,0,00000000
188,187,00000014,00408093,1,0000006c
189,188,00000018,00410113,2,0000016c
190,189,0000001c,fff18193,3,00000005
191,190,00000020,00018463,0,00000000
192,191,00000024,fe0004e3,0,00000000
193,192,0000000c,0000a203,4,0000001c
194,193,00000010,00412023,0,00000000
195,194,00000014,00408093,1,00000070
196,195,00000018,00410113,2,00000170
197,196,0000001c,fff18193,3,00000004
198,197,00000020,00018463,0,00000000
199,198,00000024,fe0004e3,0,00000000
200,199,0000000c,0000a203,4,0000001d
201,200,00000010,00412023,0,00000000
202,201,00000014,00408093,1,00000074
203,202,00000018,00410113,2,00000174
204,203,0000001c,fff18193,3,00000003
205,204,00000020,00018463,0,00000000
206,205,00000024,fe0004e3,0,00000000
207,206,0000000c,0000a203,4,0000001e
208,207,00000010,00412023,0,00000000
209,208,00000014,00408093,1,00000078
210,209,00000018,00410113,2,00000178
211,210,0000001c,fff18193,3,00000002
212,211,00000020,00018463,0,00000000
213,212,00000024,fe0004e3,0,00000000
214,213,0000000c,0000a203,4,0000001f
215,214,00000010,00412023,0,00000000
216,215,00000014,00408093,1,0000007c
217,216,00000018,00410113,2,0000017c
218,217,0000001c,fff18193,3,00000001
219,218,00000020,00018463,0,00000000
220,219,00000024,fe0004e3,0,00000000
221,220,0000000c,0000a203,4,00000020
222,221,00000010,00412023,0,00000000
223,222,00000014,00408093,1,00000080
224,223,00000018,00410113,2,00000180
225,224,0000001c,fff18193,3,00000000
226,225,00000020,00018463,0,00000000
227,226,00000028,00000063,0,00000000
