cycle,index,pc,instruction,rd,value
5,0,00000000,00006113,2,00000000
6,1,00000004,00406193,3,00000004
7,2,00000008,00106213,4,00000001
8,3,0000000c,000000b3,1,00000000
9,4,00000010,402182b3,5,00000004
10,5,00000014,00006313,6,00000000
11,6,00000018,000083b3,7,00000000
12,7,0000001c,0003a403,8,00000007
13,8,00000020,0043a483,9,00000003
15,9,00000024,0084a533,10,00000001
16,10,00000028,00050663,0,00000000
17,11,0000002c,0093a023,0,00000000
18,12,00000030,0083a223,0,00000000
19,13,00000034,003383b3,7,00000004
20,14,00000038,00430333,6,00000001
21,15,0000003c,00530463,0,00000000
22,16,00000040,fc000ee3,0,00000000
25,17,0000001c,0003a403,8,00000007
26,18,00000020,0043a483,9,00000009
28,19,00000024,0084a533,10,00000000
29,20,00000028,00050663,0,00000000
32,21,00000034,003383b3,7,00000008
33,22,00000038,00430333,6,00000002
34,23,0000003c,00530463,0,00000000
35,24,00000040,fc000ee3,0,00000000
38,25,0000001c,0003a403,8,00000009
39,26,00000020,0043a483,9,00000001
41,27,00000024,0084a533,10,00000001
42,28,00000028,00050663,0,00000000
43,29,0000002c,0093a023,0,00000000
44,30,00000030,0083a223,0,00000000
45,31,00000034,003383b3,7,0000000c
46,32,00000038,00430333,6,00000003
47,33,0000003c,00530463,0,00000000
48,34,00000040,fc000ee3,0,00000000
51,35,0000001c,0003a403,8,00000009
52,36,00000020,0043a483,9,00000005
54,37,00000024,0084a533,10,00000001
55,38,00000028,00050663,0,00000000
56,39,0000002c,0093a023,0,00000000
57,40,00000030,0083a223,0,00000000
58,41,00000034,003383b3,7,00000010
59,42,00000038,00430333,6,00000004
60,43,0000003c,00530463,0,00000000
63,44,00000044,00410133,2,00000001
64,45,00000048,00310463,0,00000000
65,46,0000004c,fc0002e3,0,00000000
68,47,00000010,402182b3,5,00000003
69,48,00000014,00006313,6,00000000
70,49,00000018,000083b3,7,00000000
71,50,0000001c,0003a403,8,00000003
72,51,00000020,0043a483,9,00000007
74,52,00000024,0084a533,10,00000000
75,53,00000028,00050663,0,00000000
78,54,00000034,003383b3,7,00000004
79,55,00000038,00430333,6,00000001
80,56,0000003c,00530463,0,00000000
81,57,00000040,fc000ee3,0,00000000
84,58,0000001c,0003a403,8,00000007
85,59,00000020,0043a483,9,00000001
87,60,00000024,0084a533,10,00000001
88,61,00000028,00050663,0,00000000
89,62,0000002c,0093a023,0,00000000
90,63,00000030,0083a223,0,00000000
91,64,00000034,003383b3,7,00000008
92,65,00000038,00430333,6,00000002
93,66,0000003c,00530463,0,00000000
94,67,00000040,fc000ee3,0,00000000
97,68,0000001c,0003a403,8,00000007
98,69,00000020,0043a483,9,00000005
100,70,00000024,0084a533,10,00000001
101,71,00000028,00050663,0,00000000
102,72,0000002c,0093a023,0,00000000
103,73,00000030,0083a223,0,00000000
104,74,00000034,003383b3,7,0000000c
105,75,00000038,00430333,6,00000003
106,76,0000003c,00530463,0,00000000
109,77,00000044,00410133,2,00000002
110,78,00000048,00310463,0,00000000
111,79,0000004c,fc0002e3,0,00000000
114,80,00000010,402182b3,5,00000002
115,81,00000014,00006313,6,00000000
116,82,00000018,000083b3,7,00000000
117,83,0000001c,0003a403,8,00000003
118,84,00000020,0043a483,9,00000001
120,85,00000024,0084a533,10,00000001
121,86,00000028,00050663,0,00000000
122,87,0000002c,0093a023,0,00000000
123,88,00000030,0083a223,0,00000000
124,89,00000034,003383b3,7,00000004
125,90,00000038,00430333,6,00000001
126,91,0000003c,00530463,0,00000000
127,92,00000040,fc000ee3,0,00000000
130,93,0000001c,0003a403,8,00000003
131,94,00000020,0043a483,9,00000005
133,95,00000024,0084a533,10,00000000
134,96,00000028,00050663,0,00000000
137,97,00000034,003383b3,7,00000008
138,98,00000038,00430333,6,00000002
139,99,0000003c,00530463,0,00000000
142,100,00000044,00410133,2,00000003
143,101,00000048,00310463,0,00000000
144,102,0000004c,fc0002e3,0,00000000
147,103,00000010,402182b3,5,00000001
148,104,00000014,00006313,6,00000000
149,105,00000018,000083b3,7,00000000
150,106,0000001c,0003a403,8,00000001
151,107,00000020,0043a483,9,00000003
153,108,00000024,0084a533,10,00000000
154,109,00000028,00050663,0,00000000
157,110,00000034,003383b3,7,00000004
158,111,00000038,00430333,6,00000001
159,112,0000003c,00530463,0,00000000
162,113,00000044,00410133,2,00000004
163,114,00000048,00310463,0,00000000
166,115,00000050,00000063,0,00000000
