workload,config,cycles,instret,stall_data,stall_fetch,stall_memory,flush,hw_branches,hw_mispredict,measured_branches,measured_mispredict,icache_hits,icache_misses,dcache_hits,dcache_misses,stores
branch_steady,3,10030,6002,0,24,0,2001,4000,2001,3999,2000,8003,2,0,0,0
