workload,config,cycles,instret,stall_data,stall_fetch,stall_memory,flush,hw_branches,hw_mispredict,measured_branches,measured_mispredict,icache_hits,icache_misses,dcache_hits,dcache_misses,stores
branch_steady,5,6034,6002,0,24,0,3,4000,3,3999,2,6005,2,0,0,0
