cycle,index,pc,instruction,rd,value
6,0,00000000,00000093,1,00000000
9,1,00000004,10000113,2,00000100
12,2,00000008,02000193,3,00000020
16,3,0000000c,0000a203,4,00000001
22,4,00000010,00412023,0,00000000
27,5,00000014,00408093,1,00000004
30,6,00000018,00410113,2,00000104
33,7,0000001c,fff18193,3,0000001f
36,8,00000020,00018463,0,00000000
39,9,00000024,fe0004e3,0,00000000
44,10,0000000c,0000a203,4,00000002
50,11,00000010,00412023,0,00000000
55,12,00000014,00408093,1,00000008
58,13,00000018,00410113,2,00000108
61,14,0000001c,fff18193,3,0000001e
64,15,00000020,00018463,0,00000000
67,16,00000024,fe0004e3,0,00000000
71,17,0000000c,0000a203,4,00000003
77,18,00000010,00412023,0,00000000
82,19,00000014,00408093,1,0000000c
85,20,00000018,00410113,2,0000010c
88,21,0000001c,fff18193,3,0000001d
91,22,00000020,00018463,0,00000000
94,23,00000024,fe0004e3,0,00000000
98,24,0000000c,0000a203,4,00000004
104,25,00000010,00412023,0,00000000
109,26,00000014,00408093,1,00000010
112,27,00000018,00410113,2,00000110
115,28,0000001c,fff18193,3,0000001c
118,29,00000020,00018463,0,00000000
121,30,00000024,fe0004e3,0,00000000
125,31,0000000c,0000a203,4,00000005
131,32,00000010,00412023,0,00000000
136,33,00000014,00408093,1,00000014
139,34,00000018,00410113,2,00000114
142,35,0000001c,fff18193,3,0000001b
145,36,00000020,00018463,0,00000000
148,37,00000024,fe0004e3,0,00000000
152,38,0000000c,0000a203,4,00000006
158,39,00000010,00412023,0,00000000
163,40,00000014,00408093,1,00000018
166,41,00000018,00410113,2,00000118
169,42,0000001c,fff18193,3,0000001a
172,43,00000020,00018463,0,00000000
175,44,00000024,fe0004e3,0,00000000
179,45,0000000c,0000a203,4,00000007
185,46,00000010,00412023,0,00000000
190,47,00000014,00408093,1,0000001c
193,48,00000018,00410113,2,0000011c
196,49,0000001c,fff18193,3,00000019
199,50,00000020,00018463,0,00000000
202,51,00000024,fe0004e3,0,00000000
206,52,0000000c,0000a203,4,00000008
212,53,00000010,00412023,0,00000000
217,54,00000014,00408093,1,00000020
220,55,00000018,00410113,2,00000120
223,56,0000001c,fff18193,3,00000018
226,57,00000020,00018463,0,00000000
229,58,00000024,fe0004e3,0,00000000
233,59,0000000c,0000a203,4,00000009
239,60,00000010,00412023,0,00000000
244,61,00000014,00408093,1,00000024
247,62,00000018,00410113,2,00000124
250,63,0000001c,fff18193,3,00000017
253,64,00000020,00018463,0,00000000
256,65,00000024,fe0004e3,0,00000000
260,66,0000000c,0000a203,4,0000000a
266,67,00000010,00412023,0,00000000
271,68,00000014,00408093,1,00000028
274,69,00000018,00410113,2,00000128
277,70,0000001c,fff18193,3,00000016
280,71,00000020,00018463,0,00000000
283,72,00000024,fe0004e3,0,00000000
287,73,0000000c,0000a203,4,0000000b
293,74,00000010,00412023,0,00000000
298,75,00000014,00408093,1,0000002c
301,76,00000018,00410113,2,0000012c
304,77,0000001c,fff18193,3,00000015
307,78,00000020,00018463,0,00000000
310,79,00000024,fe0004e3,0,00000000
314,80,0000000c,0000a203,4,0000000c
320,81,00000010,00412023,0,00000000
325,82,00000014,00408093,1,00000030
328,83,00000018,00410113,2,00000130
331,84,0000001c,fff18193,3,00000014
334,85,00000020,00018463,0,00000000
337,86,00000024,fe0004e3,0,00000000
341,87,0000000c,0000a203,4,0000000d
347,88,00000010,00412023,0,00000000
352,89,00000014,00408093,1,00000034
355,90,00000018,00410113,2,00000134
358,91,0000001c,fff18193,3,00000013
361,92,00000020,00018463,0,00000000
364,93,00000024,fe0004e3,0,00000000
368,94,0000000c,0000a203,4,0000000e
374,95,00000010,00412023,0,00000000
379,96,00000014,00408093,1,00000038
382,97,00000018,00410113,2,00000138
385,98,0000001c,fff18193,3,00000012
388,99,00000020,00018463,0,00000000
391,100,00000024,fe0004e3,0,00000000
395,101,0000000c,0000a203,4,0000000f
401,102,00000010,00412023,0,00000000
406,103,00000014,00408093,1,0000003c
409,104,00000018,00410113,2,0000013c
412,105,0000001c,fff18193,3,00000011
415,106,00000020,00018463,0,00000000
418,107,00000024,fe0004e3,0,00000000
422,108,0000000c,0000a203,4,00000010
428,109,00000010,00412023,0,00000000
433,110,00000014,00408093,1,00000040
436,111,00000018,00410113,2,00000140
439,112,0000001c,fff18193,3,00000010
442,113,00000020,00018463,0,00000000
445,114,00000024,fe0004e3,0,00000000
449,115,0000000c,0000a203,4,00000011
455,116,00000010,00412023,0,00000000
460,117,00000014,00408093,1,00000044
463,118,00000018,00410113,2,00000144
466,119,0000001c,fff18193,3,0000000f
469,120,00000020,00018463,0,00000000
472,121,00000024,fe0004e3,0,00000000
476,122,0000000c,0000a203,4,00000012
482,123,00000010,00412023,0,00000000
487,124,00000014,00408093,1,00000048
490,125,00000018,00410113,2,00000148
493,126,0000001c,fff18193,3,0000000e
496,127,00000020,00018463,0,00000000
499,128,00000024,fe0004e3,0,00000000
503,129,0000000c,0000a203,4,00000013
509,130,00000010,00412023,0,00000000
514,131,00000014,00408093,1,0000004c
517,132,00000018,00410113,2,0000014c
520,133,0000001c,fff18193,3,0000000d
523,134,00000020,00018463,0,00000000
526,135,00000024,fe0004e3,0,00000000
530,136,0000000c,0000a203,4,00000014
536,137,00000010,00412023,0,00000000
541,138,00000014,00408093,1,00000050
544,139,00000018,00410113,2,00000150
547,140,0000001c,fff18193,3,0000000c
550,141,00000020,00018463,0,00000000
553,142,00000024,fe0004e3,0,00000000
557,143,0000000c,0000a203,4,00000015
563,144,00000010,00412023,0,00000000
568,145,00000014,00408093,1,00000054
571,146,00000018,00410113,2,00000154
574,147,0000001c,fff18193,3,0000000b
577,148,00000020,00018463,0,00000000
580,149,00000024,fe0004e3,0,00000000
584,150,0000000c,0000a203,4,00000016
590,151,00000010,00412023,0,00000000
595,152,00000014,00408093,1,00000058
598,153,00000018,00410113,2,00000158
601,154,0000001c,fff18193,3,0000000a
604,155,00000020,00018463,0,00000000
607,156,00000024,fe0004e3,0,00000000
611,157,0000000c,0000a203,4,00000017
617,158,00000010,00412023,0,00000000
622,159,00000014,00408093,1,0000005c
625,160,00000018,00410113,2,0000015c
628,161,0000001c,fff18193,3,00000009
631,162,00000020,00018463,0,00000000
634,163,00000024,fe0004e3,0,00000000
638,164,0000000c,0000a203,4,00000018
644,165,00000010,00412023,0,00000000
649,166,00000014,00408093,1,00000060
652,167,00000018,00410113,2,00000160
655,168,0000001c,fff18193,3,00000008
658,169,00000020,00018463,0,00000000
661,170,00000024,fe0004e3,0,00000000
665,171,0000000c,0000a203,4,00000019
671,172,00000010,00412023,0,00000000
676,173,00000014,00408093,1,00000064
679,174,00000018,00410113,2,00000164
682,175,0000001c,fff18193,3,00000007
685,176,00000020,00018463,0,00000000
688,177,00000024,fe0004e3,0,00000000
692,178,0000000c,0000a203,4,0000001a
698,179,00000010,00412023,0,00000000
703,180,00000014,00408093,1,00000068
706,181,00000018,00410113,2,00000168
709,182,0000001c,fff18193,3,00000006
712,183,00000020,00018463,0,00000000
715,184,00000024,fe0004e3,0,00000000
719,185,0000000c,0000a203,4,0000001b
725,186,00000010,00412023,0,00000000
730,187,00000014,00408093,1,0000006c
733,188,00000018,00410113,2,0000016c
736,189,0000001c,fff18193,3,00000005
739,190,00000020,00018463,0,00000000
742,191,00000024,fe0004e3,0,00000000
746,192,0000000c,0000a203,4,0000001c
752,193,00000010,00412023,0,00000000
757,194,00000014,00408093,1,00000070
760,195,00000018,00410113,2,00000170
763,196,0000001c,fff18193,3,00000004
766,197,00000020,00018463,0,00000000
769,198,00000024,fe0004e3,0,00000000
773,199,0000000c,0000a203,4,0000001d
779,200,00000010,00412023,0,00000000
784,201,00000014,00408093,1,00000074
787,202,00000018,00410113,2,00000174
790,203,0000001c,fff18193,3,00000003
793,204,00000020,00018463,0,00000000
796,205,00000024,fe0004e3,0,00000000
800,206,0000000c,0000a203,4,0000001e
806,207,00000010,00412023,0,00000000
811,208,00000014,00408093,1,00000078
814,209,00000018,00410113,2,00000178
817,210,0000001c,fff18193,3,00000002
820,211,00000020,00018463,0,00000000
823,212,00000024,fe0004e3,0,00000000
827,213,0000000c,0000a203,4,0000001f
833,214,00000010,00412023,0,00000000
838,215,00000014,00408093,1,0000007c
841,216,00000018,00410113,2,0000017c
844,217,0000001c,fff18193,3,00000001
847,218,00000020,00018463,0,00000000
850,219,00000024,fe0004e3,0,00000000
854,220,0000000c,0000a203,4,00000020
860,221,00000010,00412023,0,00000000
865,222,00000014,00408093,1,00000080
868,223,00000018,00410113,2,00000180
871,224,0000001c,fff18193,3,00000000
874,225,00000020,00018463,0,00000000
878,226,00000028,00000063,0,00000000
