cycle,index,pc,instruction,rd,value
1,0,00000000,00000013,0,00000000
2,1,00000004,00108093,1,00000001
3,2,00000008,00110113,2,00000001
4,3,0000000c,00118193,3,00000001
5,4,00000010,00120213,4,00000001
6,5,00000014,00128293,5,00000001
7,6,00000018,00130313,6,00000001
8,7,0000001c,00108093,1,00000002
9,8,00000020,00110113,2,00000002
10,9,00000024,00118193,3,00000002
11,10,00000028,00120213,4,00000002
12,11,0000002c,00128293,5,00000002
13,12,00000030,00130313,6,00000002
14,13,00000034,00108093,1,00000003
15,14,00000038,00110113,2,00000003
16,15,0000003c,00118193,3,00000003
17,16,00000040,00120213,4,00000003
18,17,00000044,00128293,5,00000003
19,18,00000048,00130313,6,00000003
20,19,0000004c,00108093,1,00000004
21,20,00000050,00110113,2,00000004
22,21,00000054,00118193,3,00000004
23,22,00000058,00120213,4,00000004
24,23,0000005c,00128293,5,00000004
25,24,00000060,00130313,6,00000004
26,25,00000064,00108093,1,00000005
27,26,00000068,00110113,2,00000005
28,27,0000006c,00118193,3,00000005
29,28,00000070,00120213,4,00000005
30,29,00000074,00128293,5,00000005
31,30,00000078,00130313,6,00000005
32,31,0000007c,00108093,1,00000006
33,32,00000080,00110113,2,00000006
34,33,00000084,00118193,3,00000006
35,34,00000088,00120213,4,00000006
36,35,0000008c,00128293,5,00000006
37,36,00000090,00130313,6,00000006
38,37,00000094,00108093,1,00000007
39,38,00000098,00110113,2,00000007
40,39,0000009c,00118193,3,00000007
41,40,000000a0,00120213,4,00000007
42,41,000000a4,00128293,5,00000007
43,42,000000a8,00130313,6,00000007
44,43,000000ac,00108093,1,00000008
45,44,000000b0,00110113,2,00000008
46,45,000000b4,00118193,3,00000008
47,46,000000b8,00120213,4,00000008
48,47,000000bc,00128293,5,00000008
49,48,000000c0,00130313,6,00000008
50,49,000000c4,00108093,1,00000009
51,50,000000c8,00110113,2,00000009
52,51,000000cc,00118193,3,00000009
53,52,000000d0,00120213,4,00000009
54,53,000000d4,00128293,5,00000009
55,54,000000d8,00130313,6,00000009
56,55,000000dc,00108093,1,0000000a
57,56,000000e0,00110113,2,0000000a
58,57,000000e4,00118193,3,0000000a
59,58,000000e8,00120213,4,0000000a
60,59,000000ec,00128293,5,0000000a
61,60,000000f0,00130313,6,0000000a
62,61,000000f4,00108093,1,0000000b
63,62,000000f8,00110113,2,0000000b
