cycle,index,pc,instruction,rd,value
973,265,00000024,fe0006e3,0,00000000
978,266,00000010,00012283,5,0000000c
983,267,00000014,005080b3,1,0000025e
986,268,00000018,00410113,2,00000030
989,269,0000001c,fff18193,3,00000014
992,270,00000020,00018463,0,00000000
995,271,00000024,fe0006e3,0,00000000
1000,272,00000010,00012283,5,0000000d
1005,273,00000014,005080b3,1,0000026b
1008,274,00000018,00410113,2,00000034
1011,275,0000001c,fff18193,3,00000013
1014,276,00000020,00018463,0,00000000
1017,277,00000024,fe0006e3,0,00000000
1022,278,00000010,00012283,5,0000000e
1027,279,00000014,005080b3,1,00000279
1030,280,00000018,00410113,2,00000038
1033,281,0000001c,fff18193,3,00000012
1036,282,00000020,00018463,0,00000000
1039,283,00000024,fe0006e3,0,00000000
1044,284,00000010,00012283,5,0000000f
1049,285,00000014,005080b3,1,00000288
1052,286,00000018,00410113,2,0000003c
1055,287,0000001c,fff18193,3,00000011
1058,288,00000020,00018463,0,00000000
1061,289,00000024,fe0006e3,0,00000000
1066,290,00000010,00012283,5,00000010
1071,291,00000014,005080b3,1,00000298
1074,292,00000018,00410113,2,00000040
1077,293,0000001c,fff18193,3,00000010
1080,294,00000020,00018463,0,00000000
1083,295,00000024,fe0006e3,0,00000000
1088,296,00000010,00012283,5,00000011
1093,297,00000014,005080b3,1,000002a9
1096,298,00000018,00410113,2,00000044
1099,299,0000001c,fff18193,3,0000000f
1102,300,00000020,00018463,0,00000000
1105,301,00000024,fe0006e3,0,00000000
1110,302,00000010,00012283,5,00000012
1115,303,00000014,005080b3,1,000002bb
1118,304,00000018,00410113,2,00000048
1121,305,0000001c,fff18193,3,0000000e
1124,306,00000020,00018463,0,00000000
1127,307,00000024,fe0006e3,0,00000000
1132,308,00000010,00012283,5,00000013
1137,309,00000014,005080b3,1,000002ce
1140,310,00000018,00410113,2,0000004c
